dataset,method,canonical_method,graph_seed,training_seed,export_hash,success,status,failure_type,failure_message,structural_storage_ratio,raw_hgb_text_byte_ratio,support_edge_ratio,test_micro_f1,test_macro_f1,validation_micro_f1,validation_macro_f1
DBLP,H6-node30,H6-node30,5,1,b4f5d62fc2115183888fb034dee36b18b260781f288959ecf60c346dd57b1c3a,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.9492959999999999,0.9452079999999999,0.938272,0.935461
DBLP,H6-node30,H6-node30,5,2,b4f5d62fc2115183888fb034dee36b18b260781f288959ecf60c346dd57b1c3a,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.948592,0.945251,0.962963,0.960235
DBLP,H6-node30,H6-node30,5,3,b4f5d62fc2115183888fb034dee36b18b260781f288959ecf60c346dd57b1c3a,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.947887,0.944371,0.942387,0.938376
DBLP,H6-node30,H6-node30,5,4,b4f5d62fc2115183888fb034dee36b18b260781f288959ecf60c346dd57b1c3a,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.941197,0.936866,0.942387,0.941682
DBLP,H6-node30,H6-node30,5,5,b4f5d62fc2115183888fb034dee36b18b260781f288959ecf60c346dd57b1c3a,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.9482389999999999,0.944818,0.946502,0.942473
DBLP,H6-dirskel-AP100-PA25-PV100-VP00-PTTP00,H6-dirskel-AP100-PA25-PV100-VP00-PTTP00,,,,False,not_executed_gate21_6_grid,not_executed,"Gate21.6 framework emitted the required grid row, but no local training result was available.",,,,,,,
DBLP,H6-dirskel-AP100-PA75-PV100-VP00-PTTP00,H6-dirskel-AP100-PA75-PV100-VP00-PTTP00,,,,False,not_executed_gate21_6_grid,not_executed,"Gate21.6 framework emitted the required grid row, but no local training result was available.",,,,,,,
DBLP,H6-dirskel-AP100-PA00-PV100-VP25-PTTP00,H6-dirskel-AP100-PA00-PV100-VP25-PTTP00,,,,False,not_executed_gate21_6_grid,not_executed,"Gate21.6 framework emitted the required grid row, but no local training result was available.",,,,,,,
DBLP,H6-dirskel-AP100-PA75-PV100-VP75-PTTP00,H6-dirskel-AP100-PA75-PV100-VP75-PTTP00,,,,False,not_executed_gate21_6_grid,not_executed,"Gate21.6 framework emitted the required grid row, but no local training result was available.",,,,,,,
DBLP,H6-dirskel-AP100-PA100-PV100-VP100-PTTP00,H6-dirskel-AP100-PA100-PV100-VP100-PTTP00,,,,False,not_executed_gate21_6_grid,not_executed,"Gate21.6 framework emitted the required grid row, but no local training result was available.",,,,,,,
DBLP,H6-dirskel-AP90-PA00-PV100-VP00-PTTP00,H6-dirskel-AP90-PA00-PV100-VP00-PTTP00,,,,False,not_executed_gate21_6_grid,not_executed,"Gate21.6 framework emitted the required grid row, but no local training result was available.",,,,,,,
DBLP,H6-dirskel-AP100-PA00-PV90-VP00-PTTP00,H6-dirskel-AP100-PA00-PV90-VP00-PTTP00,,,,False,not_executed_gate21_6_grid,not_executed,"Gate21.6 framework emitted the required grid row, but no local training result was available.",,,,,,,
DBLP,H6-dirskel-AP90-PA00-PV90-VP00-PTTP00,H6-dirskel-AP90-PA00-PV90-VP00-PTTP00,,,,False,not_executed_gate21_6_grid,not_executed,"Gate21.6 framework emitted the required grid row, but no local training result was available.",,,,,,,
DBLP,H6-dirskel-AP75-PA00-PV75-VP00-PTTP00,H6-dirskel-AP75-PA00-PV75-VP00-PTTP00,,,,False,not_executed_gate21_6_grid,not_executed,"Gate21.6 framework emitted the required grid row, but no local training result was available.",,,,,,,
DBLP,H6-dirskel-AP100-PA50-PV100-VP50-PTTP05,H6-dirskel-AP100-PA50-PV100-VP50-PTTP05,,,,False,not_executed_gate21_6_grid,not_executed,"Gate21.6 framework emitted the required grid row, but no local training result was available.",,,,,,,
DBLP,H6-dirskel-AP100-PA50-PV100-VP50-PTTP10,H6-dirskel-AP100-PA50-PV100-VP50-PTTP10,,,,False,not_executed_gate21_6_grid,not_executed,"Gate21.6 framework emitted the required grid row, but no local training result was available.",,,,,,,
